заголовок,заголовок,заголовок
pii_to_ukraine
РФ,1667
Кипр,427.7
Великобритания,403.9
Голандия,255
Австрия,249.9
Италия,209.9
Венгрия,187.6
Виргинские острова,140.2
Швейцария,108.6
Турция,103.2
США,85.2
Другие страны,567.6
pii_from_ukraine
Другие страны,2.7
Виргинские острова,7.3
Австрия,1.6
РФ,1.6
Кипр,7.5
2002
01.01.2003,5339.00,143.9
2003
01.01.2004,6657.60,163.5
2004
01.01.2005,8353.90,175.9
2005
01.01.2006,16375.20,218.2
2006
01.01.2007,21186.00,221.5
2007
01.01.2008,29489.40,6196.10
2008
01.01.2009,35723.40,6198.60
2009
01.01.2010,40026.80,6223.30
2010
01.01.2011,44708.00,6871.10
2011
01.01.2012,49362.30,6898.00
2012
01.01.2013,54462.40,6481.90
2013
01.01.2014,58156.90,6575.30
2014
01.01.2014,58156.90,6575.30
01.04.2014,52179.40,6608.40
01.07.2014,50021.80,6491.80
01.10.2014,48522.60,6426.10
01.01.2015,45916.00,6352.20
2015
01.01.2015,45916.00,6352.20
01.04.2015,41066.60,6262.70
01.07.2015,42851.30,6254.40
01.10.2015,43949.40,6232
01.01.2016,43371.40,6210.00
2016
01.01.2016,43371.40,6210.00
01.04.2016,42820.40,6232.30
01.07.2016,44790.70,6233.40
01.10.2016,45152.20,6236.90
01.01.2017,4405.8,20.7
2017
01.01.2017,4405.8,20.7
